,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,YEAR,MONTH,DOW,HOUR
10273421,2019-01-29 07:45:00,2019-01-29 07:45:00,360.0,1.3,17031840100.0,17031842000.0,0.0,0.0,2.55,2.55,True,4.0,2019,1,1,7
10276834,2019-01-24 08:15:00,2019-01-24 08:30:00,1139.0,3.3,17031071500.0,17031833000.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
10277624,2019-02-22 08:30:00,2019-02-22 08:45:00,361.0,1.2,17031080400.0,17031081900.0,0.0,0.0,2.55,2.55,True,5.0,2019,2,4,8
10277793,2019-01-03 07:30:00,2019-01-03 07:45:00,660.0,1.9,17031081100.0,17031839100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,7
10280321,2019-02-28 07:30:00,2019-02-28 07:30:00,475.0,2.0,17031260600.0,17031252201.0,0.0,0.0,2.55,2.55,True,4.0,2019,2,3,7
10280806,2019-01-29 07:15:00,2019-01-29 07:15:00,348.0,0.9,17031081201.0,17031081800.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,1,7
10284648,2019-02-08 07:15:00,2019-02-08 07:30:00,264.0,0.8,17031281900.0,17031833000.0,0.0,0.0,2.55,2.55,True,5.0,2019,2,4,7
10284724,2019-01-16 07:45:00,2019-01-16 08:00:00,308.0,1.0,17031010701.0,17031020100.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,2,7
10290903,2019-02-01 08:45:00,2019-02-01 09:00:00,654.0,1.1,17031833000.0,17031281900.0,0.0,0.0,2.55,2.55,True,8.0,2019,2,4,8
10292478,2019-02-25 08:15:00,2019-02-25 08:30:00,1259.0,3.7,17031071300.0,17031833000.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,0,8
10292981,2019-01-24 07:45:00,2019-01-24 08:00:00,659.0,1.8,17031310600.0,17031839000.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,3,7
10293842,2019-02-28 08:15:00,2019-02-28 08:15:00,460.0,1.5,17031071500.0,17031081800.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,3,8
10294011,2019-02-21 08:00:00,2019-02-21 08:15:00,1200.0,3.0,17031242100.0,17031281900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,3,8
10297080,2019-01-31 08:00:00,2019-01-31 08:15:00,405.0,1.7,17031080100.0,17031832600.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,3,8
10297442,2019-01-03 07:30:00,2019-01-03 07:45:00,420.0,1.8,17031243300.0,17031833000.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,3,7
10298133,2019-01-29 07:00:00,2019-01-29 07:15:00,391.0,1.4,17031833300.0,17031833000.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,1,7
10300390,2019-01-15 08:30:00,2019-01-15 09:00:00,1980.0,4.4,17031063400.0,17031839100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,8
10300552,2019-01-17 08:15:00,2019-01-17 08:30:00,391.0,1.2,17031080202.0,17031081900.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,3,8
10300699,2019-02-27 07:30:00,2019-02-27 08:00:00,1320.0,3.6,17031221500.0,17031833000.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,7
10301484,2019-01-14 08:00:00,2019-01-14 08:00:00,600.0,5.9,17031080300.0,17031210900.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,0,8
10303126,2019-01-08 08:45:00,2019-01-08 08:45:00,380.0,2.1,17031283100.0,17031839100.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,1,8
10305899,2019-02-26 08:15:00,2019-02-26 08:30:00,660.0,1.6,17031243500.0,17031081900.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,1,8
10307392,2019-02-13 08:00:00,2019-02-13 08:30:00,1379.0,2.7,17031081100.0,17031833100.0,0.0,0.0,0.72,0.72,True,6.0,2019,2,2,8
10307494,2019-02-22 07:45:00,2019-02-22 08:00:00,1080.0,3.9,17031063301.0,17031320100.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,4,7
10307886,2019-01-21 07:45:00,2019-01-21 08:00:00,432.0,1.0,17031320100.0,17031280100.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,0,7
10308166,2019-01-28 08:00:00,2019-01-28 08:15:00,506.0,1.1,17031110100.0,17031100300.0,0.0,0.0,3.12,3.12,True,3.0,2019,1,0,8
10310599,2019-02-28 08:00:00,2019-02-28 08:00:00,339.0,1.0,17031283100.0,17031841900.0,0.0,0.0,2.55,2.55,True,4.0,2019,2,3,8
10312049,2019-02-12 07:00:00,2019-02-12 07:15:00,420.0,1.5,17031320100.0,17031280100.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,1,7
10316757,2019-02-13 08:15:00,2019-02-13 08:15:00,480.0,0.9,17031081700.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,8
10316775,2019-02-21 07:30:00,2019-02-21 08:00:00,1860.0,2.9,17031242100.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,3,7
10318456,2019-01-07 07:45:00,2019-01-07 08:00:00,360.0,1.1,17031833100.0,17031833000.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,0,7
10318796,2019-01-18 07:30:00,2019-01-18 07:45:00,457.0,0.7,17031081201.0,17031081401.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,4,7
10318980,2019-02-26 08:30:00,2019-02-26 09:00:00,1679.0,4.7,17031310600.0,17031081800.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,1,8
10319313,2019-02-26 08:30:00,2019-02-26 09:00:00,1440.0,3.7,17031241200.0,17031833000.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,1,8
10319665,2019-02-12 08:00:00,2019-02-12 08:15:00,660.0,3.9,17031281900.0,17031832500.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,1,8
10319733,2019-02-06 08:30:00,2019-02-06 08:45:00,1259.0,3.7,17031838300.0,17031838200.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,8
10320582,2019-02-22 07:30:00,2019-02-22 08:00:00,1440.0,3.8,17031040600.0,17031832500.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,4,7
10320958,2019-02-18 08:45:00,2019-02-18 09:00:00,840.0,2.7,17031050100.0,17031063200.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,0,8
10322108,2019-01-10 08:15:00,2019-01-10 08:30:00,1020.0,2.6,17031243000.0,17031842200.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,3,8
10322295,2019-02-08 08:30:00,2019-02-08 08:30:00,278.0,0.8,17031071700.0,17031071300.0,0.0,0.0,2.55,2.55,True,5.0,2019,2,4,8
10324266,2019-02-12 07:45:00,2019-02-12 08:00:00,317.0,0.8,17031081100.0,17031081800.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,1,7
10325220,2019-01-23 08:00:00,2019-01-23 08:30:00,1980.0,4.7,17031832500.0,17031839100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,2,8
10328870,2019-01-02 08:45:00,2019-01-02 09:00:00,1259.0,4.4,17031070102.0,17031281900.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,2,8
10329880,2019-01-21 07:45:00,2019-01-21 07:45:00,135.0,0.5,17031832900.0,17031838200.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,0,7
10330904,2019-01-17 08:45:00,2019-01-17 09:15:00,1919.0,4.6,17031063302.0,17031281900.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,8
10331545,2019-02-26 08:00:00,2019-02-26 08:30:00,1740.0,3.5,17031242100.0,17031839000.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,1,8
10332032,2019-01-17 07:45:00,2019-01-17 08:15:00,1379.0,3.5,17031071300.0,17031280100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,7
10337654,2019-01-15 08:00:00,2019-01-15 08:30:00,1379.0,3.3,17031071700.0,17031320100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,8
10338881,2019-02-22 07:30:00,2019-02-22 08:00:00,1080.0,2.1,17031243400.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,4,7
10339975,2019-01-17 07:45:00,2019-01-17 08:15:00,2219.0,5.3,17031070500.0,17031320100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,7
10340214,2019-02-20 08:45:00,2019-02-20 08:45:00,318.0,0.6,17031250800.0,17031251100.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,2,8
10340332,2019-02-25 07:45:00,2019-02-25 08:15:00,1860.0,5.1,17031282800.0,17031081700.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,0,7
10343152,2019-01-15 08:15:00,2019-01-15 08:45:00,1259.0,3.7,17031070102.0,17031839100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,8
10343392,2019-01-09 08:00:00,2019-01-09 08:15:00,1740.0,3.5,17031242100.0,17031281900.0,0.0,0.0,0.67,0.67,True,4.0,2019,1,2,8
10343689,2019-01-09 08:15:00,2019-01-09 08:45:00,1259.0,2.2,17031243500.0,17031839100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,2,8
10344339,2019-02-19 08:45:00,2019-02-19 09:00:00,555.0,0.6,17031320600.0,17031839100.0,0.0,0.0,2.55,2.55,True,5.0,2019,2,1,8
10345958,2019-02-22 08:45:00,2019-02-22 09:00:00,1139.0,2.5,17031080201.0,17031320100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,4,8
10348333,2019-02-13 07:15:00,2019-02-13 07:45:00,1679.0,3.6,17031051400.0,17031081900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,7
10349635,2019-02-11 08:15:00,2019-02-11 08:30:00,659.0,1.3,17031081700.0,17031280100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,8
10352538,2019-01-10 08:00:00,2019-01-10 08:00:00,410.0,1.1,17031580700.0,17031842800.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,3,8
10352911,2019-02-21 07:00:00,2019-02-21 07:00:00,720.0,3.8,17031063302.0,17031320100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,3,7
10353218,2019-01-22 08:15:00,2019-01-22 08:45:00,1499.0,4.1,17031063100.0,17031839100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,8
10353742,2019-02-13 08:15:00,2019-02-13 08:30:00,780.0,2.1,17031310200.0,17031839100.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,2,8
10356562,2019-02-08 08:00:00,2019-02-08 08:30:00,1499.0,4.1,17031841000.0,17031833000.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,4,8
10356576,2019-02-19 08:30:00,2019-02-19 08:30:00,460.0,1.3,17031190300.0,17031190401.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,1,8
10358084,2019-02-21 08:15:00,2019-02-21 08:45:00,1379.0,3.9,17031062200.0,17031081900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,3,8
10360512,2019-01-18 07:15:00,2019-01-18 07:30:00,1139.0,3.1,17031320600.0,17031080300.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,4,7
10360816,2019-02-22 08:45:00,2019-02-22 08:45:00,556.0,1.3,17031081000.0,17031839100.0,0.0,0.0,2.55,2.55,True,6.0,2019,2,4,8
10362802,2019-02-18 08:15:00,2019-02-18 08:30:00,360.0,1.6,17031839000.0,17031330100.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,0,8
10363404,2019-01-24 07:45:00,2019-01-24 08:15:00,1379.0,3.1,17031081201.0,17031833000.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,7
10367187,2019-02-04 08:45:00,2019-02-04 08:45:00,276.0,0.9,17031130300.0,17031831800.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,8
10368115,2019-02-28 07:15:00,2019-02-28 07:45:00,1560.0,4.4,17031063302.0,17031281900.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,3,7
10369050,2019-01-11 07:30:00,2019-01-11 07:45:00,1259.0,3.1,17031833100.0,17031081100.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,4,7
10369301,2019-02-15 08:45:00,2019-02-15 09:15:00,1560.0,3.6,17031240200.0,17031839100.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,4,8
10374247,2019-02-22 08:45:00,2019-02-22 09:00:00,369.0,1.3,17031431302.0,17031430600.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,4,8
10375278,2019-01-23 07:30:00,2019-01-23 07:30:00,480.0,1.1,17031320100.0,17031839100.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,2,7
10375403,2019-01-24 07:15:00,2019-01-24 07:15:00,553.0,2.3,17031832500.0,17031081900.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,3,7
10376530,2019-02-19 07:15:00,2019-02-19 07:45:00,1860.0,7.7,17031831900.0,17031280100.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,1,7
10376790,2019-02-14 08:45:00,2019-02-14 09:15:00,1799.0,3.5,17031832500.0,17031281900.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,3,8
10376888,2019-01-17 08:15:00,2019-01-17 08:30:00,959.0,2.5,17031081403.0,17031842200.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
10377116,2019-01-29 07:15:00,2019-01-29 07:15:00,608.0,0.8,17031570300.0,17031570400.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,1,7
10377676,2019-02-11 07:45:00,2019-02-11 08:00:00,1560.0,3.5,17031070600.0,17031833000.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,0,7
10378076,2019-01-25 08:30:00,2019-01-25 08:30:00,375.0,1.6,17031841900.0,17031281900.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,4,8
10380329,2019-01-22 08:00:00,2019-01-22 08:15:00,555.0,1.7,17031330100.0,17031839100.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,1,8
10380771,2019-01-04 08:45:00,2019-01-04 09:00:00,840.0,2.4,17031842300.0,17031837800.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,4,8
10383264,2019-01-09 07:45:00,2019-01-09 08:00:00,481.0,1.9,17031390200.0,17031839500.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,2,7
10383537,2019-02-22 08:45:00,2019-02-22 08:45:00,452.0,2.6,17031491400.0,17031490600.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,4,8
10385315,2019-01-28 07:45:00,2019-01-28 08:00:00,606.0,1.7,17031071500.0,17031842200.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,0,7
10385960,2019-01-17 07:15:00,2019-01-17 07:45:00,1860.0,4.3,17031832500.0,17031839100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,7
10386333,2019-01-07 08:30:00,2019-01-07 08:30:00,277.0,1.4,17031221000.0,17031210400.0,0.0,0.0,2.55,2.55,True,5.0,2019,1,0,8
10386602,2019-01-31 08:15:00,2019-01-31 08:15:00,586.0,1.1,17031839000.0,17031839100.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,3,8
10386959,2019-01-21 08:45:00,2019-01-21 09:00:00,1320.0,4.4,17031051200.0,17031833000.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,0,8
10387708,2019-02-13 08:00:00,2019-02-13 08:00:00,338.0,0.3,17031063000.0,17031063000.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,8
10389455,2019-02-25 07:15:00,2019-02-25 07:15:00,258.0,1.0,17031630500.0,17031842800.0,0.0,0.0,2.55,2.55,True,5.0,2019,2,0,7
10389671,2019-01-24 07:45:00,2019-01-24 08:15:00,1499.0,4.9,17031242300.0,17031839100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,7
10389852,2019-01-23 07:30:00,2019-01-23 08:00:00,1499.0,4.0,17031063000.0,17031833000.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,2,7
10390412,2019-02-27 08:15:00,2019-02-27 08:30:00,600.0,4.5,17031281900.0,17031832500.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,2,8
10391782,2019-01-09 07:30:00,2019-01-09 08:15:00,2820.0,6.7,17031050200.0,17031081800.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,2,7
10391989,2019-02-06 08:00:00,2019-02-06 08:15:00,1200.0,4.5,17031242300.0,17031839100.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,2,8
10392534,2019-02-26 07:15:00,2019-02-26 07:30:00,900.0,3.0,17031071400.0,17031210900.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,1,7
10393758,2019-01-17 08:45:00,2019-01-17 08:45:00,325.0,1.6,17031691000.0,17031841800.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,3,8
10398651,2019-02-08 07:15:00,2019-02-08 07:30:00,420.0,1.5,17031320100.0,17031280100.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,4,7
10399545,2019-01-23 08:15:00,2019-01-23 08:15:00,127.0,0.5,17031836800.0,17031231500.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,2,8
10400666,2019-01-18 08:45:00,2019-01-18 09:00:00,491.0,1.0,17031280100.0,17031839100.0,0.0,1.0,2.55,3.55,True,4.0,2019,1,4,8
10400760,2019-02-25 07:30:00,2019-02-25 08:00:00,1499.0,5.1,17031061902.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,0,7
10401380,2019-01-10 08:00:00,2019-01-10 08:15:00,840.0,2.4,17031080300.0,17031833000.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
10402772,2019-02-13 08:30:00,2019-02-13 09:15:00,2280.0,4.4,17031071100.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,2,8
10402950,2019-02-15 08:00:00,2019-02-15 08:15:00,720.0,1.7,17031081800.0,17031320100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,4,8
10403916,2019-02-01 08:45:00,2019-02-01 08:45:00,350.0,1.0,17031031100.0,17031040402.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,4,8
10405013,2019-01-15 07:00:00,2019-01-15 07:00:00,271.0,0.9,17031842300.0,17031280100.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,1,7
10406244,2019-01-04 08:15:00,2019-01-04 08:30:00,540.0,2.3,17031832500.0,17031842200.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,4,8
10407524,2019-01-31 07:15:00,2019-01-31 07:30:00,445.0,1.9,17031330100.0,17031839100.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,3,7
10408410,2019-02-27 08:00:00,2019-02-27 08:15:00,594.0,1.8,17031832900.0,17031280100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,8
10410949,2019-02-15 08:15:00,2019-02-15 08:30:00,211.0,0.7,17031830700.0,17031031800.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,4,8
10411175,2019-02-14 07:45:00,2019-02-14 07:45:00,268.0,0.9,17031838700.0,17031841500.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,3,7
10414866,2019-01-04 08:30:00,2019-01-04 09:00:00,1259.0,4.2,17031063302.0,17031833000.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,4,8
10415053,2019-01-07 08:00:00,2019-01-07 08:30:00,1560.0,3.2,17031241400.0,17031081700.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,0,8
10415653,2019-01-29 08:00:00,2019-01-29 08:15:00,533.0,1.7,17031710800.0,17031691200.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,1,8
10415744,2019-02-08 08:15:00,2019-02-08 08:30:00,840.0,2.8,17031063000.0,17031843700.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,4,8
10416032,2019-01-18 08:00:00,2019-01-18 08:30:00,1560.0,4.1,17031062700.0,17031081700.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,4,8
10416233,2019-01-07 07:00:00,2019-01-07 07:15:00,900.0,5.7,17031081403.0,17031051400.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,0,7
10416525,2019-02-14 07:45:00,2019-02-14 08:15:00,1620.0,3.8,17031830900.0,17031081900.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,3,7
10421156,2019-02-28 08:00:00,2019-02-28 09:00:00,2940.0,5.7,17031351000.0,17031081000.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,3,8
10425576,2019-02-27 07:15:00,2019-02-27 07:15:00,416.0,1.8,17031838100.0,17031839100.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,7
10426407,2019-01-28 08:00:00,2019-01-28 08:30:00,1740.0,3.1,17031833000.0,17031081201.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,0,8
10428577,2019-02-26 07:45:00,2019-02-26 07:45:00,414.0,1.2,17031222500.0,17031222200.0,0.0,1.0,2.55,3.55,True,3.0,2019,2,1,7
10429091,2019-02-25 07:30:00,2019-02-25 07:45:00,780.0,3.1,17031241500.0,17031081700.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,0,7
10429171,2019-01-08 08:00:00,2019-01-08 08:15:00,959.0,2.8,17031071300.0,17031081500.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,8
10430886,2019-01-03 08:30:00,2019-01-03 09:00:00,1379.0,4.1,17031837800.0,17031081100.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,3,8
10432476,2019-01-10 08:30:00,2019-01-10 09:00:00,1080.0,4.5,17031350100.0,17031280100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
10435004,2019-02-11 08:30:00,2019-02-11 08:30:00,193.0,1.0,17031530600.0,17031491400.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,0,8
10435557,2019-01-28 08:30:00,2019-01-28 08:45:00,720.0,1.8,17031842300.0,17031837800.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,0,8
10437972,2019-01-08 07:45:00,2019-01-08 08:15:00,1499.0,4.0,17031070200.0,17031833000.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,7
10439133,2019-01-22 07:30:00,2019-01-22 07:45:00,540.0,4.4,17031833000.0,17031210900.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,1,7
10441096,2019-02-27 07:15:00,2019-02-27 07:15:00,189.0,0.7,17031330100.0,17031330200.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,2,7
10441929,2019-01-16 07:15:00,2019-01-16 07:30:00,959.0,6.3,17031081300.0,17031050100.0,0.0,1.0,0.67,1.67,True,1.0,2019,1,2,7
10442330,2019-02-15 08:30:00,2019-02-15 08:45:00,1080.0,2.3,17031071500.0,17031320100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,4,8
10442759,2019-02-05 07:30:00,2019-02-05 08:00:00,959.0,2.2,17031838300.0,17031281900.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,1,7
10443166,2019-02-15 08:30:00,2019-02-15 08:45:00,959.0,6.2,17031081300.0,17031050100.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,4,8
10443850,2019-01-18 08:45:00,2019-01-18 09:00:00,173.0,0.4,17031140702.0,17031140702.0,0.0,0.0,2.55,2.55,True,3.0,2019,1,4,8
10444007,2019-01-23 07:45:00,2019-01-23 08:00:00,660.0,1.5,17031080201.0,17031081900.0,0.0,0.0,0.67,0.67,True,4.0,2019,1,2,7
10445205,2019-01-14 07:00:00,2019-01-14 07:30:00,1200.0,4.2,17031031100.0,17031832500.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,0,7
10445840,2019-01-03 08:15:00,2019-01-03 08:30:00,840.0,1.9,17031081600.0,17031841900.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,3,8
10453342,2019-02-27 08:00:00,2019-02-27 08:00:00,340.0,1.0,17031301200.0,17031300900.0,0.0,0.0,2.55,2.55,True,2.0,2019,2,2,8
10454680,2019-01-10 08:30:00,2019-01-10 08:45:00,840.0,2.0,17031081403.0,17031280100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
10455790,2019-02-08 08:00:00,2019-02-08 08:00:00,272.0,1.0,17031835900.0,17031839500.0,0.0,0.0,2.55,2.55,True,4.0,2019,2,4,8
10456077,2019-02-26 08:15:00,2019-02-26 08:15:00,250.0,0.7,17031190601.0,17031190401.0,0.0,0.0,2.55,2.55,True,4.0,2019,2,1,8
10460182,2019-02-28 08:00:00,2019-02-28 08:15:00,1020.0,3.2,17031062900.0,17031843700.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,3,8
10460395,2019-01-24 08:00:00,2019-01-24 08:00:00,276.0,1.1,17031840000.0,17031842000.0,0.0,0.0,2.55,2.55,True,2.0,2019,1,3,8
10462569,2019-02-14 08:00:00,2019-02-14 08:30:00,1139.0,2.0,17031243400.0,17031839100.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,3,8
10466533,2019-01-08 08:30:00,2019-01-08 08:30:00,394.0,0.8,17031320100.0,17031839100.0,0.0,0.0,2.55,2.55,True,4.0,2019,1,1,8
10470449,2019-02-21 08:30:00,2019-02-21 09:00:00,2100.0,4.3,17031070700.0,17031839100.0,0.0,0.0,0.72,0.72,True,2.0,2019,2,3,8
10470485,2019-02-13 07:30:00,2019-02-13 07:30:00,302.0,1.0,17031070600.0,17031070400.0,0.0,0.0,2.55,2.55,True,3.0,2019,2,2,7
10471066,2019-01-29 07:45:00,2019-01-29 08:00:00,480.0,0.9,17031081000.0,17031081600.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,1,7
10471433,2019-01-11 08:00:00,2019-01-11 08:45:00,2400.0,5.3,17031051400.0,17031281900.0,0.0,0.0,0.67,0.67,True,3.0,2019,1,4,8
10471495,2019-02-19 08:45:00,2019-02-19 09:15:00,1860.0,2.6,17031839100.0,17031833000.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,1,8
10471608,2019-02-15 07:15:00,2019-02-15 07:30:00,1020.0,2.1,17031080202.0,17031839100.0,0.0,1.0,0.72,1.72,True,3.0,2019,2,4,7
10472064,2019-01-22 08:15:00,2019-01-22 08:30:00,1200.0,2.9,17031242100.0,17031281900.0,0.0,0.0,0.67,0.67,True,8.0,2019,1,1,8
10474979,2019-02-21 08:15:00,2019-02-21 08:15:00,238.0,0.8,17031841300.0,17031310900.0,0.0,0.0,2.55,2.55,True,7.0,2019,2,3,8
10478425,2019-01-03 08:15:00,2019-01-03 08:30:00,840.0,4.3,17031061902.0,17031320100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,3,8
10479539,2019-02-22 08:15:00,2019-02-22 08:30:00,1200.0,2.3,17031242000.0,17031839100.0,0.0,0.0,0.72,0.72,True,3.0,2019,2,4,8
10484675,2019-02-07 08:30:00,2019-02-07 09:00:00,1860.0,0.6,17031060400.0,17031062300.0,0.0,0.0,0.72,0.72,True,4.0,2019,2,3,8
10485179,2019-02-08 08:45:00,2019-02-08 08:45:00,332.0,1.7,17031390500.0,17031836200.0,0.0,1.0,2.55,3.55,True,3.0,2019,2,4,8
10485892,2019-01-08 08:45:00,2019-01-08 09:00:00,1379.0,3.4,17031071700.0,17031838100.0,0.0,0.0,0.67,0.67,True,2.0,2019,1,1,8
10488271,2019-02-07 08:30:00,2019-02-07 08:45:00,780.0,4.4,17031310200.0,17031842300.0,0.0,0.0,0.72,0.72,True,1.0,2019,2,3,8
10488304,2019-01-21 08:45:00,2019-01-21 08:45:00,420.0,1.3,17031081900.0,17031842300.0,0.0,0.0,0.67,0.67,True,1.0,2019,1,0,8
